runname	qtd_electrons_perparticle	qtd_electrons_energy	qtd_electrons_final
7nm_alpha_0.01MeV_0_a	0.0	338.62243406788804	338.62243406788804
7nm_alpha_0.01MeV_0_b	0.0	338.592659917888	338.592659917888
7nm_alpha_0.01MeV_0_c	0.0	0.0	0.0
7nm_alpha_0.01MeV_135_a	0.0	130.10652616166672	130.10652616166672
7nm_alpha_0.01MeV_135_b	0.0	13.88670885638889	13.88670885638889
7nm_alpha_0.01MeV_135_c	0.0	0.0	0.0
7nm_alpha_0.01MeV_180_a	0.0	0.0	0.0
7nm_alpha_0.01MeV_180_b	0.0	0.0	0.0
7nm_alpha_0.01MeV_180_c	0.0	0.0	0.0
7nm_alpha_0.01MeV_45_a	0.0	132.48668277788025	132.48668277788025
7nm_alpha_0.01MeV_45_b	0.0	10.373434441750009	10.373434441750009
7nm_alpha_0.01MeV_45_c	0.0	0.0	0.0
7nm_alpha_0.01MeV_90_a	0.0	138.3293847390834	138.3293847390834
7nm_alpha_0.01MeV_90_b	0.0	23.894372535424953	23.894372535424953
7nm_alpha_0.01MeV_90_c	0.0	0.0	0.0
7nm_alpha_0.05MeV_0_a	0.0	1767.2578856939147	1767.2578856939147
7nm_alpha_0.05MeV_0_b	0.0	1766.6568831939146	1766.6568831939146
7nm_alpha_0.05MeV_0_c	0.0	0.0	0.0
7nm_alpha_0.05MeV_135_a	0.0	469.7782187088899	469.7782187088899
7nm_alpha_0.05MeV_135_b	0.0	285.4983193058324	285.4983193058324
7nm_alpha_0.05MeV_135_c	0.0	0.0	0.0
7nm_alpha_0.05MeV_180_a	0.0	0.28963724500000004	0.28963724500000004
7nm_alpha_0.05MeV_180_b	0.0	0.28963724500000004	0.28963724500000004
7nm_alpha_0.05MeV_180_c	0.0	0.0	0.0
7nm_alpha_0.05MeV_45_a	0.0	469.0531747413891	469.0531747413891
7nm_alpha_0.05MeV_45_b	0.0	280.218774779444	280.218774779444
7nm_alpha_0.05MeV_45_c	0.0	0.0	0.0
7nm_alpha_0.05MeV_90_a	0.0	347.21913913611223	347.21913913611223
7nm_alpha_0.05MeV_90_b	0.0	209.03336202055533	209.03336202055533
7nm_alpha_0.05MeV_90_c	0.0	0.0	0.0
7nm_alpha_0.1MeV_0_a	0.0	2845.5484629305574	2845.5484629305574
7nm_alpha_0.1MeV_0_b	0.0	2846.4800332083373	2846.4800332083373
7nm_alpha_0.1MeV_0_c	0.0	0.0	0.0
7nm_alpha_0.1MeV_135_a	0.0	713.1009497814451	713.1009497814451
7nm_alpha_0.1MeV_135_b	0.0	447.30787237694483	447.30787237694483
7nm_alpha_0.1MeV_135_c	0.0	0.0	0.0
7nm_alpha_0.1MeV_180_a	0.0	11.914190320083335	11.914190320083335
7nm_alpha_0.1MeV_180_b	0.0	11.914190320083335	11.914190320083335
