runname	qtd_electrons_perparticle	qtd_electrons_energy	qtd_electrons_final
65nm_neutron_0.05MeV_180_c	0.0	0.0	0.0
65nm_neutron_0.05MeV_45_a	0.0	0.0	0.0
65nm_neutron_0.05MeV_45_b	0.0	0.0	0.0
65nm_neutron_0.05MeV_45_c	0.0	0.0	0.0
65nm_neutron_0.05MeV_90_a	0.0	0.0	0.0
65nm_neutron_0.05MeV_90_b	0.0	0.0	0.0
65nm_neutron_0.05MeV_90_c	0.0	0.0	0.0
65nm_neutron_0.1MeV_0_a	0.0	0.0	0.0
65nm_neutron_0.1MeV_0_b	0.0	0.0	0.0
65nm_neutron_0.1MeV_0_c	0.0	0.0	0.0
65nm_neutron_0.1MeV_135_a	0.0	0.0	0.0
65nm_neutron_0.1MeV_135_b	0.0	0.0	0.0
65nm_neutron_0.1MeV_135_c	0.0	0.0	0.0
65nm_neutron_0.1MeV_180_a	0.0	0.0	0.0
65nm_neutron_0.1MeV_180_b	0.0	0.0	0.0
65nm_neutron_0.1MeV_180_c	0.0	0.0	0.0
65nm_neutron_0.1MeV_45_a	0.0	0.0	0.0
65nm_neutron_0.1MeV_45_b	0.0	0.0	0.0
65nm_neutron_0.1MeV_45_c	0.0	0.0	0.0
65nm_neutron_0.1MeV_90_a	0.0	0.0	0.0
65nm_neutron_0.1MeV_90_b	0.0	0.0	0.0
65nm_neutron_0.1MeV_90_c	0.0	0.0	0.0
65nm_pi0_0.01MeV_0_a	0.0002	0.006538555555555555	0.006738555555555555
65nm_pi0_0.01MeV_0_b	0.0002	0.006538555555555555	0.006738555555555555
65nm_pi0_0.01MeV_0_c	0.0002	0.000948375	0.001148375
65nm_pi0_0.01MeV_135_a	0.0	0.0	0.0
65nm_pi0_0.01MeV_135_b	0.0001	0.0002912713888888889	0.00039127138888888887
65nm_pi0_0.01MeV_135_c	0.0001	0.0006050955555555556	0.0007050955555555556
65nm_pi0_0.01MeV_180_a	0.0002	0.005080125	0.005280124999999999
65nm_pi0_0.01MeV_180_b	0.0002	0.005080125	0.005280124999999999
65nm_pi0_0.01MeV_180_c	0.0002	0.0037073611111111114	0.0039073611111111115
65nm_pi0_0.01MeV_45_a	0.0	0.0	0.0
65nm_pi0_0.01MeV_45_b	0.0	0.0	0.0
65nm_pi0_0.01MeV_45_c	0.0	0.0	0.0
65nm_pi0_0.01MeV_90_a	0.0002	0.001349523333333333	0.001549523333333333
65nm_pi0_0.01MeV_90_b	0.0002	0.0	0.0002
65nm_pi0_0.01MeV_90_c	0.0002	0.00022664750000000002	0.0004266475
65nm_pi0_0.05MeV_0_a	0.0002	0.006591938055555555	0.006791938055555555
65nm_pi0_0.05MeV_0_b	0.0002	0.006591938055555555	0.006791938055555555
65nm_pi0_0.05MeV_0_c	0.0002	0.000948375	0.001148375
65nm_pi0_0.05MeV_135_a	0.0	0.0	0.0
65nm_pi0_0.05MeV_135_b	0.0001	0.0003037352777777778	0.0004037352777777778
65nm_pi0_0.05MeV_135_c	0.0001	0.0006243597222222221	0.0007243597222222222
65nm_pi0_0.05MeV_180_a	0.0002	0.0037197441111111117	0.003919744111111112
65nm_pi0_0.05MeV_180_b	0.0002	0.0037197441111111117	0.003919744111111112
65nm_pi0_0.05MeV_180_c	0.0002	0.0037073611111111114	0.0039073611111111115
65nm_pi0_0.05MeV_45_a	0.0	0.0	0.0
65nm_pi0_0.05MeV_45_b	0.0	0.0	0.0
65nm_pi0_0.05MeV_45_c	0.0	0.0	0.0
65nm_pi0_0.05MeV_90_a	0.0002	0.001349995	0.0015499950000000002
65nm_pi0_0.05MeV_90_b	0.0002	0.0	0.0002
65nm_pi0_0.05MeV_90_c	0.0002	0.00027707333333333334	0.0004770733333333333
65nm_pi-_0.01MeV_0_a	2.4027	125530.32463411555	125532.72733411555
65nm_pi0_0.1MeV_0_a	0.0002	0.006929513333333334	0.007129513333333334
65nm_pi-_0.01MeV_0_b	2.4027	125530.32463411553	125532.72733411554
65nm_pi0_0.1MeV_0_b	0.0002	0.006929513333333334	0.007129513333333334
65nm_pi-_0.01MeV_0_c	3.0651	241832.87358614107	241835.93868614107
65nm_pi0_0.1MeV_0_c	0.0002	0.000948375	0.001148375
65nm_pi-_0.01MeV_135_a	2.3945	186234.34213115918	186236.73663115918
65nm_pi0_0.1MeV_135_a	0.0	0.0	0.0
65nm_pi-_0.01MeV_135_b	3.5191	207103.0247021076	207106.5438021076
65nm_pi0_0.1MeV_135_b	0.0001	0.00031295277777777775	0.00041295277777777774
65nm_pi-_0.01MeV_135_c	3.0228	229911.52301018295	229914.54581018296
65nm_pi0_0.1MeV_135_c	0.0001	0.0003325776111111111	0.0004325776111111111
65nm_pi-_0.01MeV_180_a	0.1919	19567.27247216943	19567.46437216943
65nm_pi0_0.1MeV_180_a	0.0002	0.003756660277777778	0.003956660277777778
65nm_pi-_0.01MeV_180_b	0.1919	19568.871072169433	19569.062972169435
65nm_pi0_0.1MeV_180_b	0.0002	0.003756660277777778	0.003956660277777778
65nm_pi-_0.01MeV_180_c	0.1851	19199.91358355652	19200.09868355652
65nm_pi0_0.1MeV_180_c	0.0002	0.0037073611111111114	0.0039073611111111115
65nm_pi-_0.01MeV_45_a	3.0326	205928.54981561436	205931.58241561436
65nm_pi0_0.1MeV_45_a	0.0	0.0	0.0
65nm_pi-_0.01MeV_45_b	3.5786	189477.3383911355	189480.9169911355
65nm_pi0_0.1MeV_45_b	0.0	0.0	0.0
65nm_pi-_0.01MeV_45_c	2.6409	248062.08030605406	248064.72120605406
65nm_pi0_0.1MeV_45_c	0.0	0.0	0.0
65nm_pi-_0.01MeV_90_a	2.6725	216047.79979382563	216050.47229382562
65nm_pi0_0.1MeV_90_a	0.0002	0.001350351111111111	0.0015503511111111111
65nm_pi-_0.01MeV_90_b	1.9377	108865.0319689039	108866.9696689039
65nm_pi0_0.1MeV_90_b	0.0002	0.0	0.0002
65nm_pi-_0.01MeV_90_c	0.0	0.0	0.0
65nm_pi0_0.1MeV_90_c	0.0002	0.0	0.0002
65nm_pi-_0.05MeV_0_a	0.0006	1630.7777289423368	1630.7783289423369
65nm_pi-_0.05MeV_0_b	0.0006	1630.7777289423373	1630.7783289423373
65nm_pi-_0.05MeV_0_c	0.0006	1797.2172866338647	1797.2178866338647
65nm_pi-_0.05MeV_135_a	0.0	2477.530047806853	2477.530047806853
65nm_pi-_0.05MeV_135_b	0.0	2164.0088878333277	2164.0088878333277
65nm_pi-_0.05MeV_135_c	0.0	2378.7992256205753	2378.7992256205753
65nm_pi-_0.05MeV_180_a	0.0001	1789.766669417161	1789.766769417161
65nm_pi-_0.05MeV_180_b	0.0001	1789.766669417161	1789.766769417161
65nm_pi-_0.05MeV_180_c	0.0	1903.8430540005522	1903.8430540005522
65nm_pi-_0.05MeV_45_a	0.0	2402.006590066885	2402.006590066885
65nm_pi-_0.05MeV_45_b	0.0	2161.398843328612	2161.398843328612
65nm_pi-_0.05MeV_45_c	0.0	2415.7650115061406	2415.7650115061406
65nm_pi-_0.05MeV_90_a	0.0	3971.0876747511293	3971.0876747511293
65nm_pi-_0.05MeV_90_b	0.0	1787.6329763583321	1787.6329763583321
65nm_pi-_0.05MeV_90_c	0.0	0.0	0.0
65nm_pi-_0.1MeV_0_a	0.4172	1150.3138424952688	1150.7310424952689
65nm_pi-_0.1MeV_0_b	0.4172	1150.20093685638	1150.61813685638
65nm_pi-_0.1MeV_0_c	0.4794	1271.2133300651255	1271.6927300651255
65nm_pi-_0.1MeV_135_a	0.6561	1822.372537480877	1823.028637480877
65nm_pi-_0.1MeV_135_b	0.5456	1577.9038184754504	1578.4494184754503
65nm_pi-_0.1MeV_135_c	0.6799	1814.48745215782	1815.16735215782
65nm_pi-_0.1MeV_180_a	0.3601	1200.4299396104993	1200.7900396104994
65nm_pi-_0.1MeV_180_b	0.3601	1200.429939610499	1200.7900396104992
65nm_pi-_0.1MeV_180_c	0.4338	1357.594117781403	1358.027917781403
65nm_pi-_0.1MeV_45_a	0.6404	1771.1200670883202	1771.7604670883202
65nm_pi-_0.1MeV_45_b	0.5416	1572.7951612851944	1573.3367612851944
65nm_pi-_0.1MeV_45_c	0.6719	1805.7681787305958	1806.4400787305958
65nm_pi-_0.1MeV_90_a	1.09	3084.759102378637	3085.8491023786373
65nm_pi-_0.1MeV_90_b	0.4267	1302.1487344008262	1302.5754344008262
65nm_pi-_0.1MeV_90_c	0.0	0.0	0.0
65nm_piplus_0.01MeV_0_a	0.0168	114.5323070900422	114.5491070900422
65nm_piplus_0.01MeV_0_b	0.0168	114.53230709004224	114.54910709004224
65nm_piplus_0.01MeV_0_c	0.0216	2762.0168899429214	2762.0384899429214
65nm_piplus_0.01MeV_135_a	0.0165	489.3908640476572	489.4073640476572
65nm_piplus_0.01MeV_135_b	0.0229	2546.77794434464	2546.80084434464
65nm_piplus_0.01MeV_135_c	0.0226	2546.5290722491545	2546.5516722491543
65nm_piplus_0.01MeV_180_a	0.002	3.9864562845555556	3.9884562845555553
65nm_piplus_0.01MeV_180_b	0.002	4.000477142055556	4.002477142055556
65nm_piplus_0.01MeV_180_c	0.0021	3.6295093171444437	3.6316093171444437
65nm_piplus_0.01MeV_45_a	0.0223	2744.334028120189	2744.356328120189
65nm_piplus_0.01MeV_45_b	0.021	2513.653178836267	2513.6741788362674
65nm_piplus_0.01MeV_45_c	0.0251	2731.115750747739	2731.140850747739
65nm_piplus_0.01MeV_90_a	0.0222	2839.588620760986	2839.610820760986
65nm_piplus_0.01MeV_90_b	0.0167	2818.3095637120314	2818.3262637120315
65nm_piplus_0.01MeV_90_c	0.0	0.0	0.0
65nm_piplus_0.05MeV_0_a	0.0	3134.489630722499	3134.489630722499
65nm_piplus_0.05MeV_0_b	0.0	3133.95137433361	3133.95137433361
65nm_piplus_0.05MeV_0_c	0.0	3619.077888354732	3619.077888354732
65nm_piplus_0.05MeV_135_a	0.0	4807.2673462202465	4807.2673462202465
65nm_piplus_0.05MeV_135_b	0.0	4548.9882837083405	4548.9882837083405
65nm_piplus_0.05MeV_135_c	0.0	4990.30936545697	4990.30936545697
65nm_piplus_0.05MeV_180_a	0.001	2624.6083048046485	2624.6093048046487
65nm_piplus_0.05MeV_180_b	0.001	2624.332849526871	2624.3338495268713
65nm_piplus_0.05MeV_180_c	0.0018	3042.002178363082	3042.003978363082
65nm_piplus_0.05MeV_45_a	0.0	5067.802091704244	5067.802091704244
65nm_piplus_0.05MeV_45_b	0.0	4547.316998333347	4547.316998333347
65nm_piplus_0.05MeV_45_c	0.0	5046.756939215543	5046.756939215543
65nm_piplus_0.05MeV_90_a	0.0	7845.304267581127	7845.304267581127
65nm_piplus_0.05MeV_90_b	0.0	3838.937924722228	3838.937924722228
65nm_piplus_0.05MeV_90_c	0.0	0.0	0.0
65nm_piplus_0.1MeV_0_a	0.3037	3220.1840129322754	3220.4877129322754
65nm_piplus_0.1MeV_0_b	0.3037	3220.1840129322763	3220.4877129322763
65nm_piplus_0.1MeV_0_c	0.4458	3442.8030457059062	3443.248845705906
65nm_piplus_0.1MeV_135_a	0.44	4979.887746068619	4980.327746068619
65nm_piplus_0.1MeV_135_b	0.4868	4408.725524632966	4409.212324632966
65nm_piplus_0.1MeV_135_c	0.5804	4898.433213343157	4899.013613343157
65nm_piplus_0.1MeV_180_a	0.0137	3334.8175942786966	3334.8312942786965
65nm_piplus_0.1MeV_180_b	0.0137	3335.1253276120315	3335.1390276120314
65nm_piplus_0.1MeV_180_c	0.0142	3667.416750340221	3667.430950340221
65nm_piplus_0.1MeV_45_a	0.5658	4839.803680516579	4840.36948051658
65nm_piplus_0.1MeV_45_b	0.4866	4424.230324302633	4424.716924302633
65nm_piplus_0.1MeV_45_c	0.5907	4909.714829421661	4910.305529421661
65nm_piplus_0.1MeV_90_a	0.7942	8260.984648978656	8261.778848978656
65nm_piplus_0.1MeV_90_b	0.3916	3646.8540441078876	3647.2456441078875
65nm_piplus_0.1MeV_90_c	0.0	0.0	0.0
65nm_proton_0.01MeV_0_a	0.0	0.0	0.0
65nm_proton_0.01MeV_0_b	0.0	0.0	0.0
65nm_proton_0.01MeV_0_c	0.0	2703.0826264261873	2703.0826264261873
65nm_proton_0.01MeV_135_a	0.0	119.33142580566665	119.33142580566665
65nm_proton_0.01MeV_135_b	0.0	2498.4219192727887	2498.4219192727887
65nm_proton_0.01MeV_135_c	0.0	2492.0743287301707	2492.0743287301707
65nm_proton_0.01MeV_180_a	0.0	0.0	0.0
65nm_proton_0.01MeV_180_b	0.0	0.0	0.0
65nm_proton_0.01MeV_180_c	0.0	0.0	0.0
65nm_proton_0.01MeV_45_a	0.0	2695.060516792771	2695.060516792771
65nm_proton_0.01MeV_45_b	0.0	2349.5476090092607	2349.5476090092607
65nm_proton_0.01MeV_45_c	0.0	2649.2553105962565	2649.2553105962565
65nm_proton_0.01MeV_90_a	0.0	2777.777777778174	2777.777777778174
65nm_proton_0.01MeV_90_b	0.0	2777.222222222618	2777.222222222618
65nm_proton_0.01MeV_90_c	0.0	0.0	0.0
65nm_proton_0.05MeV_0_a	0.0	3201.902488382828	3201.902488382828
65nm_proton_0.05MeV_0_b	0.0	3201.9024883828274	3201.9024883828274
65nm_proton_0.05MeV_0_c	0.0	3782.6385822278926	3782.6385822278926
65nm_proton_0.05MeV_135_a	0.0	4934.820977438857	4934.820977438857
65nm_proton_0.05MeV_135_b	0.0	4572.72531777584	4572.72531777584
65nm_proton_0.05MeV_135_c	0.0	4993.165782988257	4993.165782988257
65nm_proton_0.05MeV_180_a	0.0	2788.546141718584	2788.546141718584
65nm_proton_0.05MeV_180_b	0.0	2788.822931163028	2788.822931163028
65nm_proton_0.05MeV_180_c	0.0	3428.4299721333778	3428.4299721333778
65nm_proton_0.05MeV_45_a	0.0	5285.685160097038	5285.685160097038
65nm_proton_0.05MeV_45_b	0.0	4570.142113944433	4570.142113944433
65nm_proton_0.05MeV_45_c	0.0	5119.53684858366	5119.53684858366
65nm_proton_0.05MeV_90_a	0.0	7741.82158388032	7741.82158388032
65nm_proton_0.05MeV_90_b	0.0	3857.1403747805493	3857.1403747805493
65nm_proton_0.05MeV_90_c	0.0	0.0	0.0
65nm_proton_0.1MeV_0_a	0.0	3225.8789062416554	3225.8789062416554
65nm_proton_0.1MeV_0_b	0.0	3225.8789062416545	3225.8789062416545
65nm_proton_0.1MeV_0_c	0.0	3464.9793781441995	3464.9793781441995
65nm_proton_0.1MeV_135_a	0.0	5003.123459514215	5003.123459514215
65nm_proton_0.1MeV_135_b	0.0	4428.773877502496	4428.773877502496
65nm_proton_0.1MeV_135_c	0.0	4912.868404790629	4912.868404790629
65nm_proton_0.1MeV_180_a	0.0	3346.4216501593614	3346.4216501593614
65nm_proton_0.1MeV_180_b	0.0	3346.1940179371395	3346.1940179371395
65nm_proton_0.1MeV_180_c	0.0	3705.6216764225073	3705.6216764225073
65nm_proton_0.1MeV_45_a	0.0	4873.496442872244	4873.496442872244
65nm_proton_0.1MeV_45_b	0.0	4435.900330083325	4435.900330083325
65nm_proton_0.1MeV_45_c	0.0	4928.844742474123	4928.844742474123
65nm_proton_0.1MeV_90_a	0.0	8325.31751515608	8325.31751515608
65nm_proton_0.1MeV_90_b	0.0	3672.7314972222093	3672.7314972222093
65nm_proton_0.1MeV_90_c	0.0	0.0	0.0
