runname	qtd_electrons_perparticle	qtd_electrons_energy	qtd_electrons_final
14nm_alpha_0.01MeV_0_a	0.0	22.093367074497184	22.093367074497184
14nm_alpha_0.01MeV_0_b	0.0	22.09336707449718	22.09336707449718
14nm_alpha_0.01MeV_0_c	0.0	3.0383983858333337	3.0383983858333337
14nm_alpha_0.01MeV_135_a	0.0	184.80765204550036	184.80765204550036
14nm_alpha_0.01MeV_135_b	0.0	57.81123938741651	57.81123938741651
14nm_alpha_0.01MeV_135_c	0.0	2.8412339629722227	2.8412339629722227
14nm_alpha_0.01MeV_180_a	0.0	0.0	0.0
14nm_alpha_0.01MeV_180_b	0.0	0.0	0.0
14nm_alpha_0.01MeV_180_c	0.0	0.0	0.0
14nm_alpha_0.01MeV_45_a	0.0	237.2358639754831	237.2358639754831
14nm_alpha_0.01MeV_45_b	0.0	8.705246280916668	8.705246280916668
14nm_alpha_0.01MeV_45_c	0.0	0.39719802777777774	0.39719802777777774
14nm_alpha_0.01MeV_90_a	0.0	274.994105345085	274.994105345085
14nm_alpha_0.01MeV_90_b	0.0	27.706794135472183	27.706794135472183
14nm_alpha_0.01MeV_90_c	0.0	0.2496573055555555	0.2496573055555555
14nm_alpha_0.05MeV_0_a	0.0	1075.6165289530277	1075.6165289530277
14nm_alpha_0.05MeV_0_b	0.0	1075.4589200113605	1075.4589200113605
14nm_alpha_0.05MeV_0_c	0.0	0.159715	0.159715
14nm_alpha_0.05MeV_135_a	0.0	976.7385101969425	976.7385101969425
14nm_alpha_0.05MeV_135_b	0.0	389.30813228097315	389.30813228097315
14nm_alpha_0.05MeV_135_c	0.0	0.23778180833333332	0.23778180833333332
14nm_alpha_0.05MeV_180_a	0.0	0.8657602330555556	0.8657602330555556
14nm_alpha_0.05MeV_180_b	0.0	0.8657602330555554	0.8657602330555554
14nm_alpha_0.05MeV_180_c	0.0	1.161401570277778	1.161401570277778
14nm_alpha_0.05MeV_45_a	0.0	1012.6558567725209	1012.6558567725209
14nm_alpha_0.05MeV_45_b	0.0	366.90311407388907	366.90311407388907
14nm_alpha_0.05MeV_45_c	0.0	0.00028398333333333334	0.00028398333333333334
14nm_alpha_0.05MeV_90_a	0.0	749.7939460172213	749.7939460172213
14nm_alpha_0.05MeV_90_b	0.0	278.07501281611246	278.07501281611246
14nm_alpha_0.05MeV_90_c	0.0	0.0	0.0
14nm_alpha_0.1MeV_0_a	0.0	2047.6147298727553	2047.6147298727553
14nm_alpha_0.1MeV_0_b	0.0	2047.6147298727556	2047.6147298727556
14nm_alpha_0.1MeV_0_c	0.0	0.03634361111111111	0.03634361111111111
14nm_alpha_0.1MeV_135_a	0.0	1550.711751415973	1550.711751415973
14nm_alpha_0.1MeV_135_b	0.0	597.8531511380546	597.8531511380546
14nm_alpha_0.1MeV_135_c	0.0	0.19972512222222222	0.19972512222222222
14nm_alpha_0.1MeV_180_a	0.0	27.74896362519447	27.74896362519447
14nm_alpha_0.1MeV_180_b	0.0	27.643931680750022	27.643931680750022
